UMAP1,UMAP2,cell_type,condition
5.23749,2.0209055,Endothelial,Control
6.995214,0.5251136,Endothelial,Control
3.8185415,-6.266752,Fibroblast,Control
7.9147086,3.4487576,Endothelial,Control
9.123595,0.63091505,Endothelial,Control
-1.6088442,7.257006,Fibroblast,Control
5.4110694,1.9489484,Endothelial,Control
-0.15398666,-8.76933,Fibroblast,Control
8.98549,1.0017003,Endothelial,Control
6.7712355,1.7578715,Endothelial,Control
7.9650373,2.9677265,Endothelial,Control
9.497931,0.80431837,Endothelial,Control
9.225112,2.5060961,Endothelial,Control
7.5943594,0.8328007,Endothelial,Control
-0.07659698,-8.09369,Fibroblast,Control
5.0368085,9.420565,B_cell,Control
9.547528,2.0117102,Endothelial,Control
9.3327265,3.2490401,Endothelial,Control
0.031908985,-8.614934,Fibroblast,Control
5.8127537,-0.32431832,Erythrocyte,Control
9.988473,1.7628608,Endothelial,Control
8.527975,0.19258001,Endothelial,Control
-0.12421123,-7.555461,Fibroblast,Control
3.5957637,-6.387605,Fibroblast,Control
1.0774044,-8.2218075,Fibroblast,Control
8.075161,0.26688355,Endothelial,Control
5.324598,1.8826216,Endothelial,Control
2.063065,-6.889649,Fibroblast,Control
8.877456,3.522975,Endothelial,Control
9.179478,1.2903112,Endothelial,Control
7.43759,1.23924,Endothelial,Control
8.950239,3.403682,Endothelial,Control
8.9985895,2.2825513,Endothelial,Control
7.856028,0.3844616,Endothelial,Control
-0.22708163,15.132241,Fibroblast,Control
8.584879,0.39247206,Endothelial,Control
-0.27221575,-7.5318027,Fibroblast,Control
7.128922,0.47093442,Endothelial,Control
9.524615,3.3451347,Endothelial,Control
7.823963,0.29463473,Endothelial,Control
9.166221,0.616758,Endothelial,Control
9.653935,1.7996972,Endothelial,Control
2.651607,-7.4354415,Fibroblast,Control
2.2300632,15.513399,Fibroblast,Control
8.591641,0.18373887,Endothelial,Control
9.043362,3.8497064,Endothelial,Control
9.035848,4.1080923,Endothelial,Control
0.102688596,-7.229691,Fibroblast,Control
7.6299663,1.1323215,Endothelial,Control
-0.48757192,-6.0974064,Fibroblast,DVT
-7.517163,-0.7865204,VSMC,DVT
4.7900743,5.1622896,Endothelial,DVT
-4.975732,12.446284,Neutrophil,DVT
2.2877903,16.184305,Fibroblast,DVT
-8.587091,-1.085902,VSMC,DVT
-1.5675966,-1.7777051,Fibroblast,DVT
-2.3382652,-3.8168838,Fibroblast,DVT
4.892303,3.7827017,Endothelial,DVT
3.2293444,6.4233675,Fibroblast,DVT
-11.030601,5.5603366,Fibroblast,DVT
-3.6767156,9.557513,Monocyte,DVT
2.8885758,4.5713544,Endothelial,DVT
1.9283907,13.272743,Fibroblast,DVT
0.5107622,14.237121,Fibroblast,DVT
-4.2675185,5.890845,Fibroblast,DVT
-4.6940007,6.1775155,Fibroblast,DVT
-10.949221,5.5810685,Fibroblast,DVT
-7.4828634,-1.6956342,VSMC,DVT
-8.879251,-1.3100555,VSMC,DVT
-2.4548292,-5.911289,Fibroblast,DVT
-6.9883657,-1.546361,VSMC,DVT
-3.9152741,10.496578,Monocyte,DVT
-8.821786,-1.1610836,VSMC,DVT
-11.050767,4.838961,Fibroblast,DVT
-0.89898986,-5.7664733,Fibroblast,DVT
1.1321079,12.026248,Fibroblast,DVT
-11.08472,5.5912094,Fibroblast,DVT
-2.2718332,7.6587505,Fibroblast,DVT
2.610704,0.6424992,Fibroblast,DVT
4.729888,3.8403544,Endothelial,DVT
0.17673123,-3.4742243,Fibroblast,DVT
2.478445,-1.0904807,Fibroblast,DVT
2.9703739,0.2560955,Fibroblast,DVT
6.0669537,5.969881,Endothelial,DVT
-3.1117866,-2.7034702,Fibroblast,DVT
-4.4403467,6.1211624,Fibroblast,DVT
0.09332664,2.821856,Endothelial,DVT
-1.6058397,-4.688167,Fibroblast,DVT
-1.6963444,8.685049,Monocyte,DVT
6.229508,12.17779,B_cell,DVT
-7.802031,12.19546,Neutrophil,DVT
1.8911787,4.8639927,Endothelial,DVT
3.5768156,-0.17121285,Fibroblast,DVT
-3.7629826,10.449809,Monocyte,DVT
0.78555566,15.539558,Fibroblast,DVT
-6.2201223,7.9700503,Macrophage,DVT
-6.519298,-0.11596643,VSMC,DVT
-0.555409,-5.6588883,Fibroblast,DVT
-4.2072215,5.7472305,Fibroblast,DVT
2.9875095,4.2381315,Endothelial,DVT
-2.6456993,-3.227652,Fibroblast,DVT
3.621267,20.319798,Fibroblast,DVT
-2.7775745,4.9913797,Fibroblast,DVT
5.3727245,11.743002,B_cell,DVT
2.5865796,0.2718174,Fibroblast,DVT
-2.7598186,-3.8298516,Fibroblast,DVT
-2.6095347,-5.763913,Fibroblast,DVT
-1.6852688,8.35717,Monocyte,DVT
-2.810832,-1.6271179,Fibroblast,DVT
0.7424454,-3.2847192,Fibroblast,DVT
3.3424706,0.08941431,Fibroblast,DVT
-0.43750486,15.829737,Fibroblast,DVT
6.1473026,5.770904,Endothelial,DVT
0.98165274,0.037698157,Fibroblast,DVT
-0.84100145,-3.136676,Fibroblast,DVT
-2.9138832,-4.41891,Fibroblast,DVT
-2.0180242,-1.9311193,Fibroblast,DVT
-0.026803298,2.936515,Endothelial,DVT
-0.07556571,-3.9785225,Fibroblast,DVT
1.3553078,-3.1644576,Fibroblast,DVT
-2.5553126,-1.9333199,Fibroblast,DVT
5.6562824,10.834257,B_cell,DVT
1.2547183,13.2660055,Fibroblast,DVT
-5.9079943,12.128969,Neutrophil,DVT
3.7045417,-4.1533055,Fibroblast,DVT
4.2369432,5.357802,Endothelial,DVT
-2.8914833,-1.839193,Fibroblast,DVT
-0.2512689,-2.355639,Fibroblast,DVT
-2.0510995,-3.6126657,Fibroblast,DVT
-2.1121898,-3.3788378,Fibroblast,DVT
2.1820624,4.533172,Endothelial,DVT
-2.1491785,8.322201,Monocyte,DVT
-1.8090708,-4.453932,Fibroblast,DVT
14.707954,7.8888154,Fibroblast,DVT
-0.89867526,8.756768,Monocyte,DVT
7.7131324,5.7461467,Endothelial,DVT
4.761421,5.42859,Endothelial,DVT
-2.8709364,-4.113537,Fibroblast,DVT
-1.6783487,-3.282441,Fibroblast,DVT
-1.760592,-4.9681573,Fibroblast,DVT
-7.2954817,1.2013016,VSMC,DVT
-2.8971112,-2.2151608,Fibroblast,DVT
-0.20822908,13.931185,Fibroblast,DVT
-6.5390573,12.542415,Neutrophil,DVT
-7.7169547,-0.76518404,VSMC,DVT
-4.0763726,-3.6651957,Fibroblast,DVT
2.8002665,7.86403,Fibroblast,DVT
-8.151038,-1.168935,VSMC,DVT
-1.8180683,-2.598171,Fibroblast,DVT
6.871251,3.4726307,Endothelial,DVT
-3.5591092,-4.1616173,Fibroblast,DVT
-4.744759,7.5058002,Macrophage,DVT
2.1379385,8.957953,Fibroblast,DVT
2.7819526,-3.6281726,Fibroblast,DVT
-2.1876385,-1.909357,Fibroblast,DVT
-3.170989,6.0911794,Fibroblast,DVT
14.390677,7.6413956,Fibroblast,DVT
-1.6966801,8.66603,Monocyte,DVT
-2.0648813,-6.327581,Fibroblast,DVT
1.2272968,-2.208994,Fibroblast,DVT
-1.0299141,9.0957,Monocyte,DVT
-0.24090675,3.1266184,Endothelial,DVT
-2.1476152,5.3574953,Fibroblast,DVT
2.828017,-4.0384693,Fibroblast,DVT
-2.060282,-3.3634958,Fibroblast,DVT
-3.087383,7.4529233,Fibroblast,DVT
-5.610839,13.047016,Neutrophil,DVT
-2.3700314,-2.1589942,Fibroblast,DVT
1.116647,-3.544112,Fibroblast,DVT
-0.7313291,3.0597332,Endothelial,DVT
5.609735,12.191367,B_cell,DVT
-1.4668007,-6.0384736,Fibroblast,DVT
3.323576,-0.020092126,Fibroblast,DVT
-2.0755854,-6.120305,Fibroblast,DVT
5.8706026,11.565123,B_cell,DVT
5.7965755,1.3830976,Fibroblast,DVT
0.46228743,-3.2694273,Fibroblast,DVT
-0.3781366,2.7816296,Endothelial,DVT
1.7331873,-2.8313596,Fibroblast,DVT
-2.535286,-5.0347567,Fibroblast,DVT
1.3030926,13.599881,Fibroblast,DVT
-2.7269845,-3.7925625,Fibroblast,DVT
-2.023276,-5.721986,Fibroblast,DVT
-4.667104,8.1733675,Macrophage,DVT
-2.84367,-4.9793725,Fibroblast,DVT
5.6333838,6.110096,Endothelial,DVT
-2.4990044,-5.594167,Fibroblast,DVT
5.6570277,6.208156,Endothelial,DVT
-5.126625,8.492257,Macrophage,DVT
-1.6834776,-1.3692094,Fibroblast,DVT
-0.47817668,-5.5782924,Fibroblast,DVT
-1.5398111,-4.8857293,Fibroblast,DVT
-10.243329,5.2239738,Fibroblast,DVT
-3.0522954,-5.1299305,Fibroblast,DVT
-8.622684,-1.3696504,VSMC,DVT
-2.0282762,-3.0147004,Fibroblast,DVT
-2.7265472,7.3420815,Fibroblast,DVT
-1.5144713,14.707843,Fibroblast,DVT
-8.400467,-0.95203376,VSMC,DVT
-5.382968,5.9935365,Fibroblast,DVT
-1.2185327,-5.860604,Fibroblast,DVT
-0.3846304,-6.0445967,Fibroblast,DVT
-5.8545027,6.484149,Macrophage,DVT
0.14437348,2.6466582,Endothelial,DVT
-3.4849508,6.240827,Fibroblast,DVT
-4.242648,6.58032,Fibroblast,DVT
0.068262674,-6.180942,Fibroblast,DVT
-0.3677497,-3.7116964,Fibroblast,DVT
9.428865,12.410423,Fibroblast,DVT
0.3477013,-3.9669876,Fibroblast,DVT
1.387046,-2.1916165,Fibroblast,DVT
-5.5449977,11.617794,Neutrophil,DVT
4.7077136,3.359817,Endothelial,DVT
-2.8821287,-3.6330104,Fibroblast,DVT
-2.6043084,-5.0792446,Fibroblast,DVT
-1.5052551,-3.2914357,Fibroblast,DVT
-1.955264,14.623736,Fibroblast,DVT
-10.15928,5.3680196,Fibroblast,DVT
3.0692525,0.012410283,Fibroblast,DVT
3.8667064,-4.195543,Fibroblast,DVT
-8.229527,-1.3015217,VSMC,DVT
-0.27001363,8.239326,Monocyte,DVT
-1.3836178,14.571964,Fibroblast,DVT
-8.877221,-1.1672951,VSMC,DVT
1.0683235,-4.713927,Fibroblast,DVT
-5.3971786,5.8026757,Fibroblast,DVT
1.1618826,12.00068,Fibroblast,DVT
-1.8220888,-4.9335093,Fibroblast,DVT
0.0958838,-3.1268668,Fibroblast,DVT
-5.060382,5.839269,Fibroblast,DVT
4.393423,-4.3357086,Fibroblast,DVT
2.2042172,-6.728223,Fibroblast,DVT
-5.9948783,7.365486,Macrophage,DVT
-5.273825,-0.5519469,Fibroblast,DVT
-11.410188,4.905999,Fibroblast,DVT
-2.6278768,-4.030981,Fibroblast,DVT
1.2714696,12.887371,Fibroblast,DVT
-5.717823,12.221026,Neutrophil,DVT
-4.2338867,8.6572,Monocyte,DVT
-0.91816235,-3.9631484,Fibroblast,DVT
-1.4866637,-4.296134,Fibroblast,DVT
-3.5430334,9.779752,Monocyte,DVT
0.9124273,-4.626434,Fibroblast,DVT
2.2715337,0.89047843,Fibroblast,DVT
-1.5626098,-4.9292107,Fibroblast,DVT
3.0645647,-0.16693723,Fibroblast,DVT
-1.4285406,8.273867,Fibroblast,DVT
-2.2447119,-5.370711,Fibroblast,DVT
1.0874186,0.4414205,Fibroblast,DVT
-0.70502335,3.2363868,Endothelial,DVT
-4.6673594,11.624313,Neutrophil,DVT
-5.612939,7.8073874,Macrophage,DVT
-3.3056061,6.1603475,Fibroblast,DVT
1.8243265,16.169632,Fibroblast,DVT
1.4492688,-2.369233,Fibroblast,DVT
3.2001536,-0.01640924,Fibroblast,DVT
-2.2583666,-3.4047592,Fibroblast,DVT
-0.85213554,3.353801,Endothelial,DVT
13.950408,7.4238467,Fibroblast,DVT
-6.834407,-0.9852431,VSMC,DVT
-2.6580951,5.942018,Fibroblast,DVT
0.24235594,-4.9739456,Fibroblast,DVT
-0.35712916,-3.8933582,Fibroblast,DVT
-4.395965,12.255664,Neutrophil,DVT
-6.151832,6.7533593,Macrophage,DVT
1.8350672,12.804196,Fibroblast,DVT
-1.2312942,8.861363,Monocyte,DVT
-6.062359,8.246355,Macrophage,DVT
-6.952855,-0.99496627,VSMC,DVT
-0.38434428,-6.395065,Fibroblast,DVT
-5.8246517,12.484435,Neutrophil,DVT
-7.0745993,-0.1723726,VSMC,DVT
-0.9695075,15.870276,Fibroblast,DVT
-1.5909305,6.175697,Fibroblast,DVT
-1.4135656,-3.2410536,Fibroblast,DVT
6.1472497,12.654363,B_cell,DVT
0.4112275,-4.7217407,Fibroblast,DVT
-3.783879,-4.471149,Fibroblast,DVT
-1.4748064,-4.409757,Fibroblast,DVT
-1.5638274,15.177244,Fibroblast,DVT
5.939777,11.181143,B_cell,DVT
3.3427718,0.3152252,Fibroblast,DVT
0.10787693,2.617404,Endothelial,DVT
1.579795,12.706943,Fibroblast,DVT
-4.6510544,7.4302073,Monocyte,DVT
-0.99059117,-4.015671,Fibroblast,DVT
1.3317298,-3.6309319,Fibroblast,DVT
-5.54167,8.360111,Macrophage,DVT
-1.4198922,8.604923,Monocyte,DVT
1.4162717,12.69681,Fibroblast,DVT
0.6153653,16.113056,Fibroblast,DVT
0.83622664,13.329901,Fibroblast,DVT
0.05251723,-6.2978725,Fibroblast,DVT
-8.583448,-1.3405987,VSMC,DVT
3.7320929,-4.1473813,Fibroblast,DVT
1.3140514,-2.2008114,Fibroblast,DVT
2.4907224,-3.4461877,Fibroblast,DVT
4.774264,4.9120317,Endothelial,DVT
-5.5903506,11.76851,Neutrophil,DVT
-5.1937943,7.5984826,Macrophage,DVT
1.0650523,-3.5493548,Fibroblast,DVT
-6.690277,0.84514636,VSMC,DVT
1.0360636,-4.137597,Fibroblast,DVT
2.4960625,-4.2579093,Fibroblast,DVT
-1.5834265,-3.724598,Fibroblast,DVT
3.72423,-4.15987,Fibroblast,DVT
-0.24629563,-2.2456267,Fibroblast,DVT
3.9341457,4.5447664,Endothelial,DVT
-5.6360717,5.2531013,Fibroblast,DVT
-5.5441833,6.0865116,Fibroblast,DVT
-3.8286304,7.2060814,Macrophage,DVT
-2.7226405,-1.9945856,Fibroblast,DVT
-1.6821243,15.607305,Fibroblast,DVT
3.4339187,-4.263138,Fibroblast,DVT
-6.6673265,-1.6177579,VSMC,DVT
-2.8190098,-5.552666,Fibroblast,DVT
-11.286549,5.142409,Fibroblast,DVT
2.4274092,0.24189721,Fibroblast,DVT
-0.8520454,-4.142997,Fibroblast,DVT
4.3063564,5.4884996,Endothelial,DVT
-0.5618573,-5.241762,Fibroblast,DVT
-0.5846627,-5.5609236,Fibroblast,DVT
-3.7365084,-2.99809,Fibroblast,DVT
1.4386369,1.6900377,Fibroblast,DVT
-6.450678,-0.06321104,VSMC,DVT
-0.07435673,-4.090493,Fibroblast,DVT
-2.1668239,-1.3159848,Fibroblast,DVT
-8.793312,-1.3492754,VSMC,DVT
-0.6353698,-4.030787,Fibroblast,DVT
-2.735571,-5.0639586,Fibroblast,DVT
-0.6782389,3.2412734,Endothelial,DVT
-1.5199493,15.124296,Fibroblast,DVT
-1.9673616,5.4974475,Fibroblast,DVT
-5.3444786,0.5345342,VSMC,DVT
2.4693782,-0.033580177,Fibroblast,DVT
-5.177365,7.8269124,Macrophage,DVT
0.112305954,-3.7506547,Fibroblast,DVT
0.9797459,13.3454075,Fibroblast,DVT
-3.5058806,6.471182,Fibroblast,DVT
2.8605354,7.7801547,Fibroblast,DVT
5.2680516,6.081567,Endothelial,DVT
0.27759704,-5.702458,Fibroblast,DVT
-4.2081633,5.7912774,Fibroblast,DVT
1.028941,12.032133,Fibroblast,DVT
-5.133457,11.267494,Neutrophil,DVT
-5.038562,5.8214397,Fibroblast,DVT
1.4305507,15.591784,Fibroblast,DVT
-2.2232187,8.38179,Monocyte,DVT
-0.09514886,-1.9277707,Fibroblast,DVT
-1.2379807,9.585339,Monocyte,DVT
6.3047276,12.028059,B_cell,DVT
-2.1283827,-3.6754076,Fibroblast,DVT
0.68812436,-0.79670817,Fibroblast,DVT
-1.8076606,15.53371,Fibroblast,DVT
-1.5884315,-5.9260592,Fibroblast,DVT
-2.4590604,6.581201,Fibroblast,DVT
-2.063157,-1.833607,Fibroblast,DVT
2.2610188,8.7949,Fibroblast,DVT
-0.76959807,3.4404404,Endothelial,DVT
-3.7991648,-2.8734918,Fibroblast,DVT
-1.3793792,0.05234443,Fibroblast,DVT
2.328018,4.4802513,Endothelial,DVT
7.6193404,6.596169,Endothelial,DVT
-3.3931034,-3.7755382,Fibroblast,DVT
-5.891386,7.3375573,Macrophage,DVT
-3.734528,-2.688036,Fibroblast,DVT
-3.8398936,7.338313,Macrophage,DVT
0.19157861,14.841359,Fibroblast,DVT
6.8538322,5.7530537,Endothelial,DVT
-2.590874,-1.2617903,Fibroblast,DVT
4.960423,5.78029,Endothelial,DVT
-4.551305,11.812495,Neutrophil,DVT
-0.527899,8.712037,Monocyte,DVT
1.4932779,1.5680928,Fibroblast,DVT
-2.9708805,-3.7190924,Fibroblast,DVT
-0.8082663,-5.4955635,Fibroblast,DVT
-11.205426,5.654045,Fibroblast,DVT
-1.2169635,-4.0410357,Fibroblast,DVT
14.673671,7.859441,Fibroblast,DVT
-1.3018379,-5.8508954,Fibroblast,DVT
0.5450566,-4.0657096,Fibroblast,DVT
2.144387,12.792655,Fibroblast,DVT
-5.466975,6.4733357,Fibroblast,DVT
0.6722816,-4.115753,Fibroblast,DVT
-0.3594167,-2.409122,Fibroblast,DVT
-6.291734,7.140971,Macrophage,DVT
3.1475635,4.8474865,Endothelial,DVT
-3.7905018,7.2404647,Macrophage,DVT
-1.8505884,-2.6851215,Fibroblast,DVT
-0.9861588,-3.841185,Fibroblast,DVT
2.3482869,-4.4237103,Fibroblast,DVT
-0.79394186,-7.501855,Fibroblast,DVT
-2.3076227,-5.617198,Fibroblast,DVT
-4.8478065,7.4022393,Macrophage,DVT
-5.9214997,7.3980722,Macrophage,DVT
1.2686002,-0.6305584,Fibroblast,DVT
-2.0513823,-6.220092,Fibroblast,DVT
-3.342464,-2.4896092,Fibroblast,DVT
3.2297795,-4.361082,Fibroblast,DVT
-2.327505,8.28678,Fibroblast,DVT
-1.2133433,-5.331476,Fibroblast,DVT
-2.4726944,-0.9865164,Fibroblast,DVT
-0.17064555,-1.7054155,Fibroblast,DVT
-4.7386484,7.5392237,Macrophage,DVT
-0.042616047,2.839365,Endothelial,DVT
-2.8176603,-2.7774465,Fibroblast,DVT
1.3720461,1.5262078,Fibroblast,DVT
6.5898933,5.536903,Endothelial,DVT
2.301654,8.78873,Fibroblast,DVT
0.97430396,-3.4349823,Fibroblast,DVT
-2.5365186,-2.6796153,Fibroblast,DVT
2.537363,-0.036097884,Fibroblast,DVT
-8.762193,-1.570964,VSMC,DVT
-2.7224894,-1.7210922,Fibroblast,DVT
-0.92576015,-3.732973,Fibroblast,DVT
-1.4581863,14.747873,Fibroblast,DVT
-2.8713703,5.2891626,Fibroblast,DVT
-3.4511192,8.553168,Monocyte,DVT
-2.3351178,-4.7662973,Fibroblast,DVT
0.42983562,2.581849,Endothelial,DVT
-6.019575,8.248349,Macrophage,DVT
-0.1216248,-3.8458686,Fibroblast,DVT
-1.2904629,-0.11608327,Fibroblast,DVT
0.6592148,14.887378,Fibroblast,DVT
-0.5301958,-5.3456135,Fibroblast,DVT
-7.094958,1.2807299,VSMC,DVT
-8.759872,-1.8099542,VSMC,DVT
-1.3665953,0.09174871,Fibroblast,DVT
6.1325407,11.040007,B_cell,DVT
-1.3210375,-5.7213774,Fibroblast,DVT
-7.254409,1.2716646,VSMC,DVT
-1.2338728,-5.326207,Fibroblast,DVT
-5.1986494,6.469912,Fibroblast,DVT
-0.18688357,3.0143983,Endothelial,DVT
-7.0878615,1.3922272,VSMC,DVT
5.3161,5.811044,Endothelial,DVT
-2.2701578,9.71809,Monocyte,DVT
2.3365762,4.41153,Endothelial,DVT
6.064368,11.723523,B_cell,DVT
6.2564154,11.946484,B_cell,DVT
-4.5058947,6.527204,Fibroblast,DVT
2.8756266,-3.562668,Fibroblast,DVT
5.040054,4.4519424,Endothelial,DVT
7.5361147,6.5446315,Endothelial,DVT
3.400742,4.4608707,Endothelial,DVT
-1.7192894,14.761968,Fibroblast,DVT
0.06476597,8.13287,Monocyte,DVT
1.0976391,16.152874,Fibroblast,DVT
-2.5751846,-6.152722,Fibroblast,DVT
-2.152852,15.847977,Fibroblast,DVT
-1.6990114,14.289459,Fibroblast,DVT
-1.6347601,-4.0903053,Fibroblast,DVT
-1.3059952,-1.5592401,Fibroblast,DVT
-3.8987498,-2.807548,Fibroblast,DVT
-0.50306314,3.4499526,Endothelial,DVT
-4.4641514,7.3540463,Fibroblast,DVT
-3.9854374,6.8921795,Monocyte,DVT
9.428035,12.410074,Fibroblast,DVT
-1.7440075,6.629315,Fibroblast,DVT
-0.58326524,-2.3063464,Fibroblast,DVT
-1.4849781,-6.097033,Fibroblast,DVT
-0.81508565,8.263502,Monocyte,DVT
-0.6967332,9.073502,Monocyte,DVT
3.193466,-0.18199895,Fibroblast,DVT
0.5092846,14.39385,Fibroblast,DVT
-7.2355466,-1.4216597,VSMC,DVT
6.273507,11.873431,B_cell,DVT
-5.807079,13.165324,Neutrophil,DVT
4.2312207,1.3247752,Fibroblast,DVT
-0.7298493,-2.9082956,Fibroblast,DVT
-5.4355025,8.143927,Macrophage,DVT
-5.4907007,-0.6753877,VSMC,DVT
14.378077,7.638683,Fibroblast,DVT
5.733543,10.936913,B_cell,DVT
-2.8902695,4.7347045,Fibroblast,DVT
0.6964184,14.027569,Fibroblast,DVT
-2.6349037,-0.9125252,Fibroblast,DVT
-1.9491451,-4.8868146,Fibroblast,DVT
-0.7072032,3.0047657,Endothelial,DVT
2.8541136,0.5619149,Fibroblast,DVT
-2.236598,5.195727,Fibroblast,DVT
-1.6247867,14.406101,Fibroblast,DVT
-0.16704424,-7.1891427,Fibroblast,DVT
0.925933,-2.574275,Fibroblast,DVT
4.241058,1.2419739,Endothelial,DVT
-1.4813228,-3.4594502,Fibroblast,DVT
0.38222995,-2.9894762,Fibroblast,DVT
-4.410404,6.200242,Fibroblast,DVT
-2.4951448,7.8748603,Monocyte,DVT
3.1035514,0.14355323,Fibroblast,DVT
0.8904645,-2.525657,Fibroblast,DVT
-7.825061,-0.48690683,VSMC,DVT
-6.1475368,6.882356,Macrophage,DVT
-7.4759436,12.485145,Neutrophil,DVT
-2.179245,-3.6003623,Fibroblast,DVT
-2.7791433,7.4470773,Fibroblast,DVT
-2.1764328,-5.0989985,Fibroblast,DVT
4.8131814,3.1769238,Endothelial,DVT
-4.380012,12.267595,Neutrophil,DVT
7.691964,2.7155716,Endothelial,DVT
-2.3993304,8.27363,Monocyte,DVT
7.44228,6.3256364,Endothelial,DVT
3.4254901,-0.0031803243,Fibroblast,DVT
-2.8117883,-2.878321,Fibroblast,DVT
-0.29758513,-2.0591307,Fibroblast,DVT
-3.2735758,9.285173,Monocyte,DVT
-5.746133,5.6545033,Fibroblast,DVT
0.78414893,-6.676611,Fibroblast,DVT
-9.718723,3.8009021,Fibroblast,DVT
-2.7899063,-2.133485,Fibroblast,DVT
7.07416,5.872771,Endothelial,DVT
-5.9605575,12.889859,Neutrophil,DVT
-1.2367353,-2.3627436,Fibroblast,DVT
4.359458,1.8504975,Fibroblast,DVT
-1.6374938,12.653847,Fibroblast,DVT
-11.806064,0.38136306,Erythrocyte,DVT
-3.0870037,-2.3955164,Fibroblast,DVT
-2.0402365,-2.4718738,Fibroblast,DVT
-3.7704718,5.701082,Fibroblast,DVT
4.78824,4.4449263,Endothelial,DVT
-7.342821,0.9780819,VSMC,DVT
-0.117777295,-1.4901927,Fibroblast,DVT
7.9937816,5.8250628,Endothelial,DVT
-2.0752537,7.332474,Fibroblast,DVT
0.2903639,-3.0395186,Fibroblast,DVT
1.9718091,6.906569,B_cell,DVT
-0.5153191,-6.1105347,Fibroblast,DVT
-1.5151949,-2.693968,Fibroblast,DVT
-0.32386145,15.598943,Fibroblast,DVT
0.14751692,-5.252445,Fibroblast,DVT
-7.974748,-1.8507711,VSMC,DVT
-3.286748,9.644918,Monocyte,DVT
1.3320804,13.126266,Fibroblast,DVT
1.2593915,-4.5911245,Fibroblast,DVT
-7.9826374,-1.5039884,VSMC,DVT
